city_name,year,temperature,precipitation,snowfall,sunshine,shortwave_radiation
Bilbao,2015,14.88,3.3,0.04,8.46,13.33
Bilbao,2016,14.86,3.06,0.01,8.9,13.63
Bilbao,2017,14.42,2.75,0.0,8.04,13.33
Bilbao,2018,14.51,3.45,0.03,7.48,12.45
Bilbao,2019,14.43,3.63,0.0,7.97,13.3
Bilbao,2020,15.18,2.92,0.0,8.04,13.21
Bilbao,2021,14.32,3.86,0.03,7.67,12.85
Bilbao,2022,15.58,2.55,0.02,7.78,13.61
Bilbao,2023,15.47,3.35,0.05,7.69,13.33
Bilbao,2024,15.53,3.35,0.03,7.88,14.5
Birmingham,1980,8.74,2.17,0.06,6.68,9.49
Birmingham,1981,8.55,2.22,0.18,6.35,9.21
Birmingham,1982,9.32,2.1,0.08,6.76,9.88
Birmingham,1983,9.39,1.98,0.04,6.88,10.02
Birmingham,1984,9.16,1.76,0.04,7.13,10.41
Birmingham,1985,8.27,1.91,0.09,6.49,9.46
Birmingham,1986,8.12,2.07,0.09,6.66,9.56
Birmingham,1987,8.47,2.14,0.05,6.13,9.2
Birmingham,1988,9.26,1.87,0.05,6.72,9.6
Birmingham,1989,9.97,2.07,0.04,7.33,10.57
Birmingham,1990,10.27,1.52,0.07,7.38,10.48
Birmingham,1991,8.99,1.56,0.03,6.74,9.82
Birmingham,1992,9.25,2.22,0.01,6.74,9.91
Birmingham,1993,8.87,2.16,0.03,6.53,9.68
Birmingham,1994,9.63,2.0,0.04,6.93,10.01
Birmingham,1995,9.91,1.54,0.08,7.49,10.88
Birmingham,1996,8.59,1.56,0.1,6.9,10.13
Birmingham,1997,9.89,1.75,0.01,6.76,9.93
Birmingham,1998,9.65,2.07,0.02,6.64,9.47
Birmingham,1999,9.89,2.21,0.02,7.18,10.04
Birmingham,2000,9.51,2.58,0.03,6.84,9.72
Birmingham,2001,9.19,1.92,0.07,7.06,9.95
Birmingham,2002,9.95,2.1,0.0,6.69,9.84
Birmingham,2003,10.02,1.43,0.01,7.49,10.62
Birmingham,2004,9.83,1.93,0.04,6.83,9.74
Birmingham,2005,9.89,1.56,0.02,7.05,10.05
Birmingham,2006,10.27,1.88,0.02,7.17,10.28
Birmingham,2007,9.86,2.27,0.06,6.99,9.85
Birmingham,2008,9.26,2.22,0.02,6.92,9.78
Birmingham,2009,9.35,1.94,0.05,6.98,9.89
Birmingham,2010,8.25,1.61,0.1,6.91,9.88
Birmingham,2011,10.3,1.28,0.02,7.07,10.17
Birmingham,2012,8.98,2.79,0.03,6.62,9.42
Birmingham,2013,8.93,1.95,0.15,6.96,10.05
Birmingham,2014,10.28,2.15,0.01,7.26,10.03
Birmingham,2015,9.71,1.84,0.02,6.77,9.91
Birmingham,2016,9.74,1.82,0.02,7.07,9.99
Birmingham,2017,10.06,2.06,0.09,6.14,9.16
Birmingham,2018,10.09,1.93,0.07,6.62,10.22
Birmingham,2019,9.74,2.73,0.03,6.86,10.05
Birmingham,2020,10.19,2.39,0.02,7.05,10.47
Birmingham,2021,9.82,2.15,0.08,6.86,10.23
Birmingham,2022,10.68,1.95,0.01,7.19,10.95
Birmingham,2023,10.39,2.77,0.05,6.96,10.6
Birmingham,2024,11.04,2.79,0.02,6.95,11.42
Bogota,1980,14.07,1.79,0.0,9.9,17.23
Bogota,1981,13.76,2.84,0.0,9.28,16.8
Bogota,1982,13.78,3.1,0.0,9.12,16.01
Bogota,1983,14.39,1.95,0.0,9.83,17.49
Bogota,1984,13.28,2.6,0.0,9.6,16.79
Bogota,1985,13.34,2.85,0.0,9.5,16.8
Bogota,1986,13.48,3.32,0.0,8.95,15.77
Bogota,1987,14.35,2.37,0.0,9.66,17.04
Bogota,1988,13.72,2.79,0.0,9.4,16.52
Bogota,1989,13.52,2.77,0.0,9.33,16.59
Bogota,1990,14.18,2.57,0.0,9.33,16.49
Bogota,1991,13.85,2.9,0.0,8.68,15.68
Bogota,1992,14.01,2.12,0.0,9.33,16.71
Bogota,1993,13.84,2.53,0.0,9.18,16.38
Bogota,1994,13.67,2.82,0.0,9.08,15.92
Bogota,1995,13.84,2.55,0.0,9.53,17.06
Bogota,1996,13.63,2.96,0.0,9.29,16.35
Bogota,1997,14.17,2.31,0.0,9.4,16.67
Bogota,1998,14.6,2.1,0.0,9.32,16.33
Bogota,1999,13.49,2.75,0.0,9.35,16.08
Bogota,2000,13.51,2.24,0.0,9.41,16.56
Bogota,2001,13.92,1.88,0.0,9.65,16.93
Bogota,2002,14.06,2.1,0.0,9.4,16.77
Bogota,2003,14.16,2.17,0.0,9.34,16.5
Bogota,2004,14.11,1.87,0.0,9.71,17.19
Bogota,2005,14.21,2.31,0.0,9.55,17.09
Bogota,2006,13.96,2.62,0.0,9.27,16.37
Bogota,2007,13.92,1.91,0.0,9.53,16.8
Bogota,2008,13.52,2.75,0.0,9.31,16.47
Bogota,2009,14.16,2.25,0.0,9.53,16.81
Bogota,2010,13.93,3.1,0.0,9.1,16.66
Bogota,2011,13.38,4.31,0.0,8.9,15.83
Bogota,2012,13.74,2.83,0.0,9.1,16.16
Bogota,2013,13.96,3.18,0.0,9.22,16.22
Bogota,2014,14.06,2.84,0.0,9.31,16.22
Bogota,2015,14.42,2.1,0.0,8.98,15.82
Bogota,2016,14.56,3.04,0.0,9.02,16.14
Bogota,2017,12.41,3.84,0.0,9.74,18.35
Bogota,2018,11.97,3.91,0.0,9.69,18.32
Bogota,2019,12.23,4.64,0.0,9.84,18.5
Bogota,2020,12.38,3.52,0.0,10.33,19.78
Bogota,2021,11.95,3.99,0.0,9.99,19.25
Bogota,2022,11.76,4.12,0.0,9.76,19.38
Bogota,2023,12.23,3.68,0.0,9.83,19.78
Bogota,2024,12.79,3.42,0.0,10.02,20.5
Boston,1980,19.17,3.11,0.0,9.17,16.79
Boston,1981,19.13,2.15,0.0,9.38,17.19
Boston,1982,19.66,3.27,0.0,8.79,15.85
Boston,1983,18.59,3.49,0.0,8.8,16.45
Boston,1984,19.35,2.93,0.0,9.34,17.18
Boston,1985,19.77,2.95,0.0,9.13,16.4
Boston,1986,20.39,3.34,0.0,9.21,16.87
Boston,1987,19.16,3.39,0.0,8.9,16.58
Boston,1988,18.97,3.14,0.0,9.17,16.81
Boston,1989,19.4,3.11,0.01,9.03,16.45
Boston,1990,21.06,2.07,0.0,9.72,17.56
Boston,1991,20.04,3.34,0.0,8.78,15.97
Boston,1992,19.19,3.17,0.0,8.66,16.11
Boston,1993,19.6,2.93,0.0,9.19,17.0
Boston,1994,19.51,3.6,0.0,8.87,16.09
Boston,1995,19.48,3.0,0.0,9.13,16.6
Boston,1996,19.03,3.01,0.0,9.32,16.98
Boston,1997,19.49,3.45,0.0,9.13,16.47
Boston,1998,20.27,3.1,0.0,9.23,16.93
Boston,1999,19.6,2.52,0.0,9.59,17.42
Boston,2000,19.3,2.43,0.0,9.8,17.87
Boston,2001,19.53,2.13,0.0,9.44,17.08
Boston,2002,19.69,2.88,0.0,9.26,16.81
Boston,2003,19.1,3.3,0.0,8.96,16.44
Boston,2004,19.43,3.2,0.0,9.26,16.77
Boston,2005,19.62,3.34,0.0,9.24,16.87
Boston,2006,20.32,1.95,0.0,9.83,17.86
Boston,2007,20.75,1.77,0.0,9.62,17.39
Boston,2008,19.75,2.63,0.0,9.62,17.42
Boston,2009,19.57,3.14,0.0,8.99,16.56
Boston,2010,18.92,2.46,0.0,9.87,17.79
Boston,2011,20.38,2.08,0.0,9.76,18.08
Boston,2012,20.15,3.4,0.0,9.34,16.8
Boston,2013,19.43,3.54,0.0,8.98,16.26
Boston,2014,18.96,3.19,0.0,9.11,16.99
Boston,2015,20.89,2.6,0.0,9.04,16.4
Boston,2016,20.89,2.59,0.0,9.67,17.56
Boston,2017,20.77,3.55,0.0,9.1,16.78
Boston,2018,20.17,3.76,0.0,8.92,16.53
Boston,2019,20.94,2.84,0.0,9.43,17.22
Boston,2020,20.58,2.92,0.0,9.19,16.84
Boston,2021,19.89,3.78,0.0,8.86,16.51
Boston,2022,20.26,2.86,0.0,9.29,17.88
Boston,2023,20.6,3.79,0.0,9.14,17.46
Boston,2024,21.1,4.55,0.0,9.62,19.05
Brisbane,1980,20.48,2.58,0.0,9.82,17.98
Brisbane,1981,19.9,2.46,0.0,9.9,17.66
Brisbane,1982,19.53,2.15,0.0,10.06,17.86
Brisbane,1983,19.73,3.49,0.0,9.48,17.09
Brisbane,1984,19.25,2.64,0.0,9.48,17.09
Brisbane,1985,19.39,2.74,0.0,10.04,17.68
Brisbane,1986,19.85,2.23,0.0,10.03,17.9
Brisbane,1987,19.97,1.98,0.0,9.97,17.48
Brisbane,1988,20.11,3.8,0.0,9.67,17.18
Brisbane,1989,19.51,2.67,0.0,9.61,17.18
Brisbane,1990,19.78,2.81,0.0,9.59,17.54
Brisbane,1991,20.23,2.17,0.0,10.14,18.1
Brisbane,1992,19.53,2.6,0.0,9.87,17.64
Brisbane,1993,20.05,1.49,0.0,9.81,17.04
Brisbane,1994,19.51,1.64,0.0,10.19,17.93
Brisbane,1995,19.88,2.53,0.0,9.73,17.56
Brisbane,1996,19.79,3.31,0.0,9.81,17.79
Brisbane,1997,20.03,1.74,0.0,9.96,17.47
Brisbane,1998,20.39,2.95,0.0,9.63,16.98
Brisbane,1999,19.19,3.28,0.0,9.65,16.48
Brisbane,2000,19.48,1.65,0.0,9.85,17.13
Brisbane,2001,19.87,2.96,0.0,10.21,18.02
Brisbane,2002,20.32,1.52,0.0,10.27,18.57
Brisbane,2003,19.78,2.0,0.0,9.97,17.73
Brisbane,2004,20.32,2.7,0.0,10.02,18.11
Brisbane,2005,20.48,1.82,0.0,10.02,17.89
Brisbane,2006,19.81,2.12,0.0,10.09,17.82
Brisbane,2007,20.01,1.97,0.0,9.87,17.25
Brisbane,2008,19.49,2.5,0.0,9.61,17.06
Brisbane,2009,20.42,2.09,0.0,10.11,18.11
Brisbane,2010,19.87,3.59,0.0,9.01,15.75
Brisbane,2011,19.48,2.63,0.0,9.76,16.98
Brisbane,2012,19.71,3.2,0.0,9.84,17.62
Brisbane,2013,20.13,2.85,0.0,9.9,17.72
Brisbane,2014,20.4,1.62,0.0,10.12,17.88
Brisbane,2015,20.0,2.78,0.0,9.99,17.34
Brisbane,2016,20.74,1.98,0.0,9.99,17.98
Brisbane,2017,20.59,2.38,0.0,10.06,18.0
Brisbane,2018,20.13,2.18,0.0,10.15,18.15
Brisbane,2019,20.72,1.3,0.0,10.48,19.04
Brisbane,2020,20.31,3.19,0.0,9.99,17.92
Brisbane,2021,19.7,3.87,0.0,9.63,17.42
Brisbane,2022,19.32,5.24,0.0,9.16,17.14
Brisbane,2023,20.3,2.2,0.0,9.96,18.58
Brisbane,2024,19.64,3.42,0.0,9.33,16.63
Brussels,1980,9.56,2.09,0.04,6.69,9.94
Brussels,1981,9.84,2.6,0.11,6.36,9.45
Brussels,1982,10.51,2.01,0.04,7.33,10.75
Brussels,1983,10.6,1.89,0.04,7.13,10.56
Brussels,1984,9.93,2.3,0.06,6.57,10.07
Brussels,1985,9.03,1.86,0.08,7.06,10.38
Brussels,1986,9.5,2.15,0.08,7.19,10.53
Brussels,1987,9.24,2.28,0.07,6.79,10.13
Brussels,1988,10.77,2.16,0.04,6.71,9.96
Brussels,1989,11.26,1.71,0.01,7.54,11.15
Brussels,1990,11.2,1.87,0.04,7.7,11.39
Brussels,1991,10.06,1.67,0.04,7.33,10.79
Brussels,1992,10.69,2.08,0.01,7.15,10.57
Brussels,1993,10.2,2.14,0.02,7.1,10.57
Brussels,1994,11.17,2.13,0.02,7.14,10.65
Brussels,1995,11.0,1.95,0.03,7.5,11.05
Brussels,1996,9.06,1.83,0.05,6.94,10.54
Brussels,1997,10.61,1.8,0.0,7.4,10.86
Brussels,1998,10.52,2.41,0.03,6.52,9.83
Brussels,1999,11.12,2.06,0.04,7.62,10.95
Brussels,2000,11.05,2.54,0.01,6.98,10.27
Brussels,2001,10.57,2.61,0.05,7.18,10.55
Brussels,2002,11.17,2.4,0.0,6.99,10.42
Brussels,2003,11.02,1.65,0.03,8.11,11.95
Brussels,2004,10.63,1.82,0.05,7.54,10.89
Brussels,2005,10.94,1.77,0.07,7.54,10.99
Brussels,2006,11.27,2.02,0.04,7.61,10.97
Brussels,2007,11.31,2.19,0.01,7.25,10.56
Brussels,2008,10.63,2.08,0.04,7.12,10.62
Brussels,2009,10.79,1.95,0.06,7.48,10.92
Brussels,2010,9.45,2.23,0.13,7.16,10.86
Brussels,2011,11.43,1.78,0.02,7.46,11.06
Brussels,2012,10.56,2.25,0.04,7.4,10.79
Brussels,2013,10.11,1.94,0.11,6.93,10.47
Brussels,2014,11.81,2.25,0.03,7.61,10.89
Brussels,2015,11.23,1.89,0.04,7.45,11.05
Brussels,2016,11.07,2.13,0.03,7.56,10.91
Brussels,2017,11.33,2.02,0.08,7.09,10.46
Brussels,2018,11.81,1.73,0.03,7.64,11.66
Brussels,2019,11.51,2.16,0.04,7.47,11.3
Brussels,2020,12.09,2.09,0.01,7.81,11.63
Brussels,2021,10.53,2.67,0.08,7.21,10.93
Brussels,2022,12.03,1.71,0.01,7.85,12.14
Brussels,2023,12.04,2.74,0.05,7.18,11.45
Brussels,2024,12.86,2.97,0.03,7.57,12.39
Bucharest,1980,9.7,2.36,0.28,7.79,12.64
Bucharest,1981,10.98,1.79,0.2,8.11,13.12
Bucharest,1982,11.06,1.78,0.06,8.38,12.99
Bucharest,1983,11.35,1.52,0.11,8.76,13.5
Bucharest,1984,10.91,1.92,0.24,7.86,12.82
Bucharest,1985,9.76,1.49,0.19,8.57,13.62
Bucharest,1986,11.14,1.62,0.25,8.29,13.47
Bucharest,1987,10.38,1.83,0.19,8.01,13.01
Bucharest,1988,10.96,2.13,0.18,8.28,13.08
Bucharest,1989,11.95,1.46,0.11,8.82,13.56
Bucharest,1990,11.98,1.59,0.05,9.03,14.07
Bucharest,1991,10.28,2.5,0.17,7.97,12.54
Bucharest,1992,11.4,1.26,0.07,9.09,13.9
Bucharest,1993,10.56,1.65,0.26,8.74,13.98
Bucharest,1994,12.56,1.61,0.08,8.62,13.58
Bucharest,1995,10.87,2.13,0.27,8.34,13.41
Bucharest,1996,10.41,1.92,0.24,8.04,13.14
Bucharest,1997,10.24,2.17,0.11,8.47,13.38
Bucharest,1998,11.2,1.66,0.18,8.43,13.55
Bucharest,1999,11.99,2.31,0.1,8.52,13.39
Bucharest,2000,12.16,1.25,0.09,9.03,14.44
Bucharest,2001,12.28,1.54,0.15,8.79,13.86
Bucharest,2002,11.89,2.13,0.08,8.64,13.76
Bucharest,2003,11.34,1.59,0.21,8.62,14.0
Bucharest,2004,11.55,1.96,0.09,8.81,13.91
Bucharest,2005,11.03,2.95,0.18,8.41,13.47
Bucharest,2006,11.85,1.57,0.13,8.91,13.97
Bucharest,2007,13.31,1.58,0.07,9.08,14.48
Bucharest,2008,12.71,1.2,0.08,8.97,14.35
Bucharest,2009,12.63,1.62,0.13,8.77,14.13
Bucharest,2010,11.71,2.0,0.27,8.23,13.39
Bucharest,2011,11.44,1.25,0.12,8.8,14.04
Bucharest,2012,12.2,1.78,0.27,9.07,14.68
Bucharest,2013,12.5,1.75,0.08,8.82,14.08
Bucharest,2014,11.96,2.44,0.25,7.79,12.93
Bucharest,2015,12.73,1.65,0.04,8.49,13.71
Bucharest,2016,12.18,1.9,0.08,8.37,13.43
Bucharest,2017,11.65,2.18,0.12,8.67,14.25
Bucharest,2018,12.31,1.91,0.34,8.37,14.22
Bucharest,2019,13.04,1.69,0.06,8.49,14.08
Bucharest,2020,13.2,1.7,0.1,8.75,14.53
Bucharest,2021,11.91,1.84,0.2,8.32,13.99
Bucharest,2022,12.92,1.22,0.05,9.01,14.93
Bucharest,2023,13.82,1.64,0.12,8.6,14.5
Bucharest,2024,16.17,1.39,0.07,9.55,16.7
Budapest,1980,8.99,1.89,0.26,7.47,11.62
Budapest,1981,10.54,1.42,0.21,8.25,12.42
Budapest,1982,10.56,1.82,0.07,8.1,12.43
Budapest,1983,11.17,1.35,0.09,8.41,12.68
Budapest,1984,10.1,1.65,0.17,7.71,12.02
Budapest,1985,9.54,1.67,0.15,8.05,12.27
Budapest,1986,10.43,1.25,0.2,8.29,12.83
Budapest,1987,9.82,1.99,0.17,7.91,12.27
Budapest,1988,10.83,1.41,0.12,8.46,12.74
Budapest,1989,11.34,1.6,0.02,8.12,12.12
Budapest,1990,11.38,1.35,0.05,8.54,12.93
Budapest,1991,10.19,1.52,0.11,8.26,12.35
Budapest,1992,11.67,1.41,0.04,8.45,13.08
Budapest,1993,10.65,1.38,0.19,8.43,13.09
Budapest,1994,12.09,1.33,0.03,8.38,12.72
Budapest,1995,10.75,1.68,0.18,8.03,12.41
Budapest,1996,9.33,2.1,0.21,7.76,12.01
Budapest,1997,10.24,1.34,0.06,8.41,12.89
Budapest,1998,10.69,2.04,0.07,8.21,12.47
Budapest,1999,10.77,2.38,0.25,7.95,12.25
Budapest,2000,12.02,1.36,0.05,8.66,13.33
Budapest,2001,10.69,1.87,0.12,8.04,12.5
Budapest,2002,11.69,1.78,0.05,8.22,12.74
Budapest,2003,11.0,1.17,0.13,8.98,13.77
Budapest,2004,10.6,1.79,0.12,8.06,12.42
Budapest,2005,10.3,2.1,0.19,8.22,12.79
Budapest,2006,11.32,1.43,0.11,8.19,12.67
Budapest,2007,12.5,1.55,0.03,8.54,13.2
Budapest,2008,11.96,1.62,0.07,8.6,12.89
Budapest,2009,11.93,1.69,0.11,8.26,13.08
Budapest,2010,10.36,2.74,0.24,7.78,12.16
Budapest,2011,11.48,1.09,0.03,8.75,13.29
Budapest,2012,12.16,1.29,0.1,8.77,13.57
Budapest,2013,11.64,1.85,0.21,7.87,12.51
Budapest,2014,12.51,2.25,0.02,7.89,12.26
Budapest,2015,12.26,1.52,0.06,8.04,12.67
Budapest,2016,11.55,2.05,0.03,8.45,12.76
Budapest,2017,11.61,1.85,0.07,8.5,13.3
Budapest,2018,12.62,1.9,0.19,8.12,12.96
Budapest,2019,12.64,2.0,0.09,8.29,13.04
Budapest,2020,12.17,1.91,0.02,7.92,12.93
Budapest,2021,11.37,1.4,0.06,8.63,13.51
Budapest,2022,12.52,1.59,0.03,8.61,13.91
Budapest,2023,12.74,2.61,0.13,8.13,13.32
Budapest,2024,15.34,1.84,0.02,9.55,15.78
Buenos Aires,1980,17.33,2.82,0.0,9.02,16.96
Buenos Aires,1981,16.86,3.48,0.0,8.99,16.75
Buenos Aires,1982,17.19,3.16,0.0,9.11,17.08
Buenos Aires,1983,16.69,2.62,0.0,9.0,16.85
Buenos Aires,1984,16.28,3.57,0.0,8.52,16.16
Buenos Aires,1985,17.07,2.91,0.0,8.93,16.45
Buenos Aires,1986,17.01,3.6,0.0,8.81,16.64
Buenos Aires,1987,16.93,2.66,0.0,9.27,17.01
Buenos Aires,1988,16.26,2.73,0.0,9.37,17.55
Buenos Aires,1989,17.45,1.92,0.0,9.48,17.6
Buenos Aires,1990,16.81,3.81,0.0,8.92,16.52
Buenos Aires,1991,16.86,2.96,0.0,8.57,16.43
Buenos Aires,1992,16.68,2.73,0.0,9.13,16.96
Buenos Aires,1993,16.54,3.83,0.0,8.64,16.37
Buenos Aires,1994,17.04,2.92,0.0,9.18,17.2
Buenos Aires,1995,16.69,1.89,0.0,9.62,17.92
Buenos Aires,1996,17.33,2.75,0.0,9.42,17.51
Buenos Aires,1997,17.43,2.73,0.0,9.17,16.68
Buenos Aires,1998,16.76,3.03,0.0,8.62,16.43
Buenos Aires,1999,16.69,2.93,0.0,9.17,17.07
Buenos Aires,2000,16.86,3.41,0.0,8.8,16.86
Buenos Aires,2001,17.33,4.05,0.0,8.54,16.08
Buenos Aires,2002,16.96,4.14,0.0,8.77,16.19
Buenos Aires,2003,16.77,3.38,0.0,9.27,17.44
Buenos Aires,2004,17.23,2.4,0.0,9.41,17.36
Buenos Aires,2005,17.01,2.8,0.0,9.2,17.4
Buenos Aires,2006,17.34,2.32,0.0,9.41,17.53
Buenos Aires,2007,16.52,3.61,0.0,9.03,17.03
Buenos Aires,2008,17.71,1.6,0.0,9.65,17.78
Buenos Aires,2009,17.12,3.19,0.0,9.54,17.56
Buenos Aires,2010,17.11,2.77,0.0,9.29,17.29
Buenos Aires,2011,17.02,2.23,0.0,9.7,18.08
Buenos Aires,2012,17.62,3.7,0.0,9.14,17.16
Buenos Aires,2013,17.31,2.21,0.0,9.71,18.04
Buenos Aires,2014,17.38,4.21,0.0,8.89,16.61
Buenos Aires,2015,17.83,1.91,0.0,9.35,17.44
Buenos Aires,2016,17.07,2.93,0.0,8.85,16.64
Buenos Aires,2017,18.05,2.84,0.0,8.99,17.12
Buenos Aires,2018,17.58,3.13,0.0,9.09,17.19
Buenos Aires,2019,17.35,3.25,0.0,9.04,17.09
Buenos Aires,2020,17.38,2.01,0.0,9.71,18.29
Buenos Aires,2021,17.48,2.75,0.0,9.48,17.73
Buenos Aires,2022,17.08,1.97,0.0,9.63,18.44
Buenos Aires,2023,18.09,2.51,0.0,9.17,17.67
Buenos Aires,2024,16.77,3.06,0.0,8.46,15.45
Busan,1980,12.58,4.79,0.01,7.94,14.72
Busan,1981,12.95,3.25,0.04,8.43,15.37
Busan,1982,13.58,3.22,0.03,8.42,15.34
Busan,1983,13.48,3.8,0.03,8.36,15.2
Busan,1984,13.04,3.22,0.03,8.61,15.43
Busan,1985,13.34,5.48,0.01,8.16,14.73
Busan,1986,12.86,4.02,0.05,8.62,15.44
Busan,1987,13.5,4.43,0.02,8.14,14.94
Busan,1988,13.45,2.32,0.0,8.62,15.51
Busan,1989,14.08,4.0,0.02,8.2,14.92
Busan,1990,14.57,3.63,0.02,8.02,14.7
Busan,1991,13.52,4.69,0.01,8.11,14.65
Busan,1992,13.81,2.97,0.03,8.45,15.3
Busan,1993,13.1,4.49,0.02,7.99,14.71
Busan,1994,14.46,2.07,0.06,9.15,16.63
Busan,1995,13.53,2.72,0.0,8.88,15.95
Busan,1996,13.39,3.45,0.01,8.6,15.52
Busan,1997,14.06,3.62,0.0,8.73,15.57
Busan,1998,14.82,4.29,0.02,8.02,14.33
Busan,1999,13.89,5.55,0.0,8.38,15.15
Busan,2000,13.82,2.78,0.01,8.65,15.68
Busan,2001,14.12,2.9,0.01,8.63,15.64
Busan,2002,13.9,4.37,0.0,8.53,15.48
Busan,2003,13.84,5.13,0.02,8.11,14.58
Busan,2004,14.63,3.33,0.01,8.83,15.91
Busan,2005,13.79,2.45,0.01,9.12,16.31
Busan,2006,14.13,3.6,0.02,8.46,15.28
Busan,2007,14.75,3.07,0.0,8.72,15.36
Busan,2008,14.25,2.1,0.02,8.92,15.97
Busan,2009,14.17,3.41,0.0,8.65,15.64
Busan,2010,13.95,3.67,0.03,8.64,15.18
Busan,2011,13.61,3.28,0.02,8.48,15.28
Busan,2012,13.51,3.91,0.04,8.7,15.66
Busan,2013,14.31,2.46,0.0,9.11,16.17
Busan,2014,14.13,3.56,0.01,8.41,15.31
Busan,2015,14.17,3.6,0.0,8.38,15.33
Busan,2016,14.55,4.76,0.01,8.12,14.8
Busan,2017,14.27,2.44,0.0,8.89,16.06
Busan,2018,13.95,4.54,0.01,8.28,15.13
Busan,2019,14.49,4.65,0.02,8.45,15.23
Busan,2020,14.1,5.12,0.01,8.14,14.94
Busan,2021,14.71,4.15,0.0,8.41,15.0
Busan,2022,14.38,2.99,0.0,8.57,15.79
Busan,2023,14.86,5.13,0.0,8.19,15.27
Busan,2024,16.87,5.37,0.01,8.31,16.26
Calgary,1980,3.52,1.38,0.26,9.06,13.98
Calgary,1981,5.47,1.52,0.2,9.29,14.13
Calgary,1982,2.11,1.1,0.28,8.82,13.89
Calgary,1983,3.99,1.04,0.25,8.83,13.67
Calgary,1984,4.06,1.11,0.24,8.99,13.94
Calgary,1985,3.3,1.31,0.26,9.08,14.05
Calgary,1986,4.74,1.41,0.23,9.02,13.75
Calgary,1987,6.44,1.33,0.15,9.41,14.23
Calgary,1988,5.53,1.17,0.17,9.32,14.18
Calgary,1989,3.69,1.13,0.26,9.12,14.06
Calgary,1990,4.25,1.44,0.3,8.96,13.97
Calgary,1991,4.58,1.32,0.21,9.35,14.01
Calgary,1992,4.56,1.6,0.25,8.7,13.31
Calgary,1993,3.5,1.52,0.17,8.94,13.49
Calgary,1994,4.43,1.22,0.19,9.1,13.97
Calgary,1995,3.23,1.6,0.2,9.06,13.85
Calgary,1996,1.54,1.46,0.42,8.75,13.68
Calgary,1997,4.32,1.11,0.23,9.07,14.04
Calgary,1998,4.7,1.59,0.22,8.99,14.05
Calgary,1999,5.17,1.36,0.14,9.19,14.02
Calgary,2000,3.62,1.02,0.2,9.45,14.43
Calgary,2001,4.88,0.79,0.16,9.57,14.55
Calgary,2002,3.5,1.35,0.34,8.96,13.93
Calgary,2003,4.11,1.39,0.39,9.04,14.1
Calgary,2004,4.29,1.34,0.23,8.76,13.28
Calgary,2005,4.31,1.75,0.14,8.96,13.66
Calgary,2006,5.07,1.28,0.18,8.9,13.9
Calgary,2007,4.46,1.39,0.3,8.95,13.81
Calgary,2008,3.66,1.38,0.27,9.2,14.17
Calgary,2009,3.37,0.99,0.27,9.28,14.33
Calgary,2010,3.7,1.3,0.27,8.83,13.52
Calgary,2011,3.31,1.3,0.31,9.0,14.1
Calgary,2012,4.27,1.36,0.24,8.87,13.75
Calgary,2013,3.77,1.44,0.32,9.0,13.92
Calgary,2014,3.54,1.42,0.31,9.11,13.97
Calgary,2015,5.38,1.21,0.18,9.25,14.19
Calgary,2016,5.46,1.47,0.12,8.98,13.7
Calgary,2017,4.65,1.2,0.28,9.21,14.06
Calgary,2018,3.94,1.13,0.34,8.42,13.44
Calgary,2019,3.29,1.46,0.33,8.4,12.93
Calgary,2020,4.58,1.48,0.31,8.57,13.17
Calgary,2021,4.73,1.17,0.23,8.86,13.83
Calgary,2022,4.62,1.38,0.29,8.59,13.57
Calgary,2023,5.94,1.13,0.22,8.95,14.01
Calgary,2024,6.63,1.69,0.36,9.4,15.64
Charlotte,1980,15.05,2.72,0.09,8.86,16.18
Charlotte,1981,14.92,2.57,0.03,9.18,16.46
Charlotte,1982,15.03,3.22,0.06,8.26,15.02
Charlotte,1983,14.79,3.51,0.05,8.62,15.83
Charlotte,1984,15.08,3.22,0.02,8.93,15.85
Charlotte,1985,15.49,3.39,0.03,8.69,15.81
Charlotte,1986,16.38,2.59,0.0,8.79,15.83
Charlotte,1987,15.46,3.03,0.1,8.89,15.98
Charlotte,1988,14.99,2.67,0.04,9.14,16.33
Charlotte,1989,14.98,3.92,0.05,8.23,15.16
Charlotte,1990,16.84,2.92,0.0,9.03,16.17
Charlotte,1991,16.19,2.71,0.01,8.44,15.16
Charlotte,1992,15.04,3.58,0.01,8.38,15.17
Charlotte,1993,15.5,2.96,0.04,8.96,16.07
Charlotte,1994,15.43,3.12,0.0,8.72,15.71
Charlotte,1995,15.19,3.71,0.01,8.83,15.79
Charlotte,1996,14.74,3.46,0.04,8.68,15.82
Charlotte,1997,15.09,2.85,0.03,8.66,15.93
Charlotte,1998,16.54,3.13,0.01,8.89,15.95
Charlotte,1999,15.77,2.62,0.02,8.89,16.07
Charlotte,2000,15.16,2.47,0.08,8.98,16.3
Charlotte,2001,15.85,2.26,0.0,9.22,16.45
Charlotte,2002,16.0,2.91,0.04,8.6,15.68
Charlotte,2003,14.71,3.64,0.03,8.35,15.11
Charlotte,2004,15.54,2.41,0.08,8.62,15.39
Charlotte,2005,15.7,2.92,0.02,8.91,15.94
Charlotte,2006,15.98,2.87,0.01,9.23,16.44
Charlotte,2007,16.93,2.48,0.01,9.54,17.08
Charlotte,2008,15.88,2.46,0.02,9.01,16.32
Charlotte,2009,15.56,3.3,0.06,8.51,15.44
