city_name,year_month,temperature,weather_code,precipitation,daylight
Dublin,1986-05,10.53,Drizzle,2.32,15.88
Dublin,1986-06,13.76,Cloudy,2.6,16.9
Dublin,1986-07,14.93,Drizzle,2.7,16.41
Dublin,1986-08,12.75,Drizzle,5.06,14.75
Dublin,1986-09,11.97,Cloudy,0.1,12.69
Dublin,1986-10,11.1,Drizzle,1.95,10.58
Dublin,1986-11,8.13,Drizzle,2.85,8.67
Dublin,1986-12,6.45,Drizzle,2.75,7.61
Dublin,1987-01,4.0,Cloudy,1.04,8.15
Dublin,1987-02,5.24,Cloudy,1.64,9.82
Dublin,1987-03,5.39,Drizzle,2.38,11.86
Dublin,1987-04,9.47,Drizzle,2.31,13.99
Dublin,1987-05,10.7,Drizzle,0.96,15.87
Dublin,1987-06,12.51,Drizzle,2.91,16.9
Dublin,1987-07,15.68,Drizzle,1.75,16.42
Dublin,1987-08,15.4,Drizzle,2.33,14.76
Dublin,1987-09,13.16,Cloudy,2.23,12.71
Dublin,1987-10,9.35,Drizzle,3.31,10.6
Dublin,1987-11,7.78,Cloudy,1.4,8.68
Dublin,1987-12,7.53,Cloudy,1.5,7.61
Dublin,1988-01,5.69,Drizzle,3.53,8.14
Dublin,1988-02,5.18,Cloudy,1.22,9.83
Dublin,1988-03,7.18,Drizzle,2.6,11.91
Dublin,1988-04,8.71,Cloudy,1.11,14.04
Dublin,1988-05,11.35,Cloudy,2.13,15.91
Dublin,1988-06,14.52,Drizzle,1.44,16.91
Dublin,1988-07,14.26,Drizzle,3.59,16.39
Dublin,1988-08,14.61,Cloudy,2.76,14.71
Dublin,1988-09,12.99,Cloudy,1.66,12.66
Dublin,1988-10,10.84,Cloudy,2.19,10.55
Dublin,1988-11,7.2,Cloudy,1.06,8.64
Dublin,1988-12,8.42,Cloudy,1.49,7.6
Dublin,1989-01,7.61,Drizzle,1.3,8.17
Dublin,1989-02,6.66,Drizzle,1.55,9.85
Dublin,1989-03,7.4,Drizzle,2.26,11.89
Dublin,1989-04,6.88,Drizzle,3.02,14.02
Dublin,1989-05,12.23,Cloudy,0.64,15.9
Dublin,1989-06,13.91,Cloudy,1.84,16.9
Dublin,1989-07,17.55,Cloudy,0.45,16.4
Dublin,1989-08,15.87,Drizzle,2.74,14.73
Dublin,1989-09,13.86,Cloudy,1.59,12.67
Dublin,1989-10,12.06,Cloudy,2.06,10.57
Dublin,1989-11,7.98,Cloudy,1.42,8.65
Dublin,1989-12,6.18,Cloudy,2.58,7.61
Dublin,1990-01,7.35,Drizzle,1.77,8.16
Dublin,1990-02,7.03,Drizzle,3.13,9.83
Dublin,1990-03,8.59,Cloudy,0.32,11.88
Dublin,1990-04,8.18,Drizzle,1.07,14.0
Dublin,1990-05,12.38,Cloudy,1.39,15.88
Dublin,1990-06,13.33,Drizzle,2.15,16.9
Dublin,1990-07,16.14,Cloudy,1.39,16.41
Dublin,1990-08,16.73,Drizzle,1.97,14.74
Dublin,1990-09,13.05,Drizzle,0.89,12.69
Dublin,1990-10,11.7,Drizzle,3.32,10.58
Dublin,1990-11,7.59,Cloudy,2.62,8.67
Dublin,1990-12,5.09,Cloudy,1.89,7.61
Dublin,1991-01,4.45,Cloudy,2.12,8.15
Dublin,1991-02,4.04,Drizzle,1.87,9.82
Dublin,1991-03,7.82,Drizzle,2.15,11.86
Dublin,1991-04,8.16,Drizzle,2.85,13.99
Dublin,1991-05,11.55,Cloudy,0.22,15.87
Dublin,1991-06,12.5,Drizzle,2.54,16.9
Dublin,1991-07,16.09,Drizzle,1.67,16.42
Dublin,1991-08,16.28,Drizzle,0.93,14.76
Dublin,1991-09,14.32,Drizzle,1.3,12.71
Dublin,1991-10,10.56,Drizzle,2.05,10.6
Dublin,1991-11,7.41,Drizzle,1.95,8.68
Dublin,1991-12,6.91,Cloudy,0.88,7.61
Dublin,1992-01,5.72,Cloudy,1.24,8.14
Dublin,1992-02,6.78,Cloudy,1.11,9.84
Dublin,1992-03,7.93,Drizzle,2.12,11.91
Dublin,1992-04,8.48,Drizzle,2.37,14.04
Dublin,1992-05,12.0,Cloudy,1.3,15.91
Dublin,1992-06,15.08,Cloudy,1.04,16.91
Dublin,1992-07,15.56,Cloudy,2.16,16.39
Dublin,1992-08,14.33,Drizzle,3.34,14.71
Dublin,1992-09,12.44,Cloudy,2.29,12.66
Dublin,1992-10,8.24,Cloudy,0.83,10.55
Dublin,1992-11,8.22,Cloudy,2.35,8.64
Dublin,1992-12,5.69,Cloudy,1.68,7.6
Dublin,1993-01,6.85,Drizzle,2.12,8.18
Dublin,1993-02,6.79,Cloudy,0.62,9.85
Dublin,1993-03,7.26,Cloudy,1.06,11.9
Dublin,1993-04,9.4,Drizzle,2.53,14.02
Dublin,1993-05,10.45,Drizzle,3.71,15.9
Dublin,1993-06,14.09,Cloudy,3.43,16.9
Dublin,1993-07,14.64,Drizzle,2.8,16.4
Dublin,1993-08,14.04,Drizzle,1.72,14.73
Dublin,1993-09,12.53,Drizzle,3.45,12.67
Dublin,1993-10,8.68,Cloudy,1.79,10.56
Dublin,1993-11,6.89,Cloudy,1.63,8.65
Dublin,1993-12,6.08,Drizzle,3.3,7.61
Dublin,1994-01,5.71,Drizzle,2.4,8.17
Dublin,1994-02,5.01,Drizzle,3.88,9.84
Dublin,1994-03,7.85,Drizzle,1.8,11.88
Dublin,1994-04,7.9,Drizzle,1.95,14.01
Dublin,1994-05,10.15,Drizzle,1.62,15.88
Dublin,1994-06,13.6,Cloudy,0.96,16.9
Dublin,1994-07,15.54,Drizzle,2.17,16.41
Dublin,1994-08,14.59,Drizzle,1.94,14.74
Dublin,1994-09,12.32,Drizzle,2.81,12.69
Dublin,1994-10,10.7,Cloudy,1.57,10.58
Dublin,1994-11,10.51,Cloudy,1.81,8.66
Dublin,1994-12,7.72,Cloudy,2.79,7.61
Dublin,1995-01,5.62,Cloudy,3.63,8.15
Dublin,1995-02,6.69,Drizzle,2.7,9.82
Dublin,1995-03,5.9,Cloudy,1.4,11.86
Dublin,1995-04,8.9,Cloudy,1.13,13.99
Dublin,1995-05,11.05,Drizzle,1.51,15.87
Dublin,1995-06,14.04,Cloudy,0.44,16.9
Dublin,1995-07,16.9,Drizzle,1.7,16.42
Dublin,1995-08,18.04,Cloudy,0.52,14.76
Dublin,1995-09,13.24,Drizzle,2.3,12.71
Dublin,1995-10,13.17,Drizzle,2.37,10.6
Dublin,1995-11,8.95,Drizzle,3.34,8.68
Dublin,1995-12,5.18,Cloudy,2.58,7.61
Dublin,1996-01,6.73,Drizzle,3.18,8.14
Dublin,1996-02,4.48,Drizzle,1.8,9.84
Dublin,1996-03,5.68,Drizzle,2.99,11.91
Dublin,1996-04,8.93,Drizzle,2.15,14.04
Dublin,1996-05,9.34,Drizzle,2.33,15.91
Dublin,1996-06,13.84,Drizzle,1.15,16.91
Dublin,1996-07,15.36,Drizzle,2.29,16.39
Dublin,1996-08,14.83,Drizzle,3.17,14.71
Dublin,1996-09,13.78,Cloudy,0.66,12.65
Dublin,1996-10,11.71,Drizzle,2.61,10.54
Dublin,1996-11,6.79,Drizzle,2.81,8.64
Dublin,1996-12,5.28,Drizzle,1.65,7.6
Dublin,1997-01,5.15,Cloudy,0.55,8.18
Dublin,1997-02,7.04,Drizzle,2.24,9.85
Dublin,1997-03,8.5,Cloudy,0.61,11.9
Dublin,1997-04,9.65,Cloudy,1.28,14.02
Dublin,1997-05,10.99,Drizzle,1.8,15.9
Dublin,1997-06,13.02,Drizzle,3.67,16.9
Dublin,1997-07,15.72,Drizzle,1.69,16.4
Dublin,1997-08,16.66,Drizzle,2.93,14.72
Dublin,1997-09,13.83,Drizzle,0.84,12.67
Dublin,1997-10,11.6,Cloudy,2.24,10.56
Dublin,1997-11,9.33,Drizzle,3.08,8.65
Dublin,1997-12,7.32,Cloudy,2.44,7.61
Dublin,1998-01,6.38,Cloudy,3.22,8.17
Dublin,1998-02,8.26,Cloudy,0.52,9.84
Dublin,1998-03,8.51,Cloudy,2.03,11.88
Dublin,1998-04,7.56,Drizzle,4.04,14.01
Dublin,1998-05,12.16,Drizzle,0.87,15.89
Dublin,1998-06,13.59,Drizzle,4.08,16.9
Dublin,1998-07,14.83,Drizzle,2.1,16.41
Dublin,1998-08,15.74,Cloudy,1.37,14.74
Dublin,1998-09,13.95,Cloudy,3.02,12.69
Dublin,1998-10,11.0,Drizzle,2.89,10.58
Dublin,1998-11,8.01,Drizzle,2.72,8.66
Dublin,1998-12,7.2,Drizzle,2.48,7.61
Dublin,1999-01,5.97,Drizzle,2.94,8.15
Dublin,1999-02,6.25,Cloudy,0.96,9.82
Dublin,1999-03,7.55,Drizzle,1.34,11.86
Dublin,1999-04,9.12,Drizzle,2.36,13.99
Dublin,1999-05,12.05,Cloudy,1.56,15.87
Dublin,1999-06,13.16,Drizzle,1.65,16.9
Dublin,1999-07,16.32,Drizzle,1.68,16.42
Dublin,1999-08,15.22,Drizzle,2.83,14.75
Dublin,1999-09,14.62,Moderate Rain,4.31,12.71
Dublin,1999-10,11.18,Cloudy,0.71,10.59
Dublin,1999-11,8.58,Cloudy,1.68,8.68
Dublin,1999-12,5.68,Cloudy,2.25,7.61
Dublin,2000-01,5.85,Cloudy,1.13,8.15
Dublin,2000-02,6.8,Drizzle,1.88,9.84
Dublin,2000-03,7.98,Cloudy,0.47,11.92
Dublin,2000-04,7.43,Drizzle,2.5,14.04
Dublin,2000-05,11.22,Drizzle,2.01,15.91
Dublin,2000-06,13.93,Drizzle,1.23,16.91
Dublin,2000-07,15.07,Drizzle,1.12,16.39
Dublin,2000-08,15.67,Drizzle,2.39,14.71
Dublin,2000-09,14.17,Drizzle,3.68,12.65
Dublin,2000-10,10.13,Drizzle,2.89,10.54
Dublin,2000-11,6.75,Drizzle,4.94,8.64
Dublin,2000-12,6.22,Drizzle,3.69,7.6
Dublin,2001-01,4.49,Cloudy,0.89,8.18
Dublin,2001-02,4.86,Drizzle,2.22,9.86
Dublin,2001-03,5.39,Drizzle,2.29,11.9
Dublin,2001-04,7.8,Drizzle,2.35,14.03
Dublin,2001-05,12.11,Drizzle,1.95,15.9
Dublin,2001-06,13.4,Drizzle,1.92,16.9
Dublin,2001-07,15.48,Drizzle,1.95,16.4
Dublin,2001-08,15.54,Drizzle,3.05,14.72
Dublin,2001-09,13.54,Drizzle,1.17,12.67
Dublin,2001-10,12.63,Cloudy,2.21,10.56
Dublin,2001-11,8.71,Cloudy,1.06,8.65
Dublin,2001-12,5.64,Cloudy,1.09,7.61
Dublin,2002-01,7.56,Drizzle,1.59,8.17
Dublin,2002-02,7.2,Drizzle,3.32,9.84
Dublin,2002-03,7.76,Drizzle,1.39,11.88
Dublin,2002-04,8.97,Drizzle,2.26,14.01
Dublin,2002-05,11.28,Drizzle,3.37,15.89
Dublin,2002-06,13.48,Drizzle,2.12,16.9
Dublin,2002-07,14.73,Drizzle,2.53,16.41
Dublin,2002-08,15.72,Drizzle,1.59,14.74
Dublin,2002-09,13.74,Cloudy,0.92,12.69
Dublin,2002-10,10.6,Drizzle,4.78,10.58
Dublin,2002-11,9.33,Drizzle,4.64,8.66
Dublin,2002-12,6.83,Drizzle,2.15,7.61
Dublin,2003-01,5.81,Drizzle,1.75,8.16
Dublin,2003-02,5.52,Cloudy,1.0,9.82
Dublin,2003-03,7.75,Cloudy,0.64,11.86
Dublin,2003-04,9.71,Cloudy,1.8,13.99
Dublin,2003-05,11.31,Drizzle,3.06,15.87
Dublin,2003-06,14.68,Cloudy,2.19,16.9
Dublin,2003-07,16.29,Drizzle,2.63,16.42
Dublin,2003-08,16.7,Cloudy,0.35,14.75
Dublin,2003-09,14.25,Cloudy,1.35,12.7
Dublin,2003-10,9.92,Cloudy,1.76,10.59
Dublin,2003-11,8.71,Cloudy,2.55,8.68
Dublin,2003-12,6.76,Cloudy,2.06,7.61
Dublin,2004-01,6.08,Drizzle,2.55,8.15
Dublin,2004-02,5.9,Cloudy,1.21,9.84
Dublin,2004-03,7.03,Drizzle,1.63,11.92
Dublin,2004-04,9.12,Drizzle,1.64,14.04
Dublin,2004-05,11.89,Cloudy,1.52,15.91
Dublin,2004-06,14.81,Drizzle,2.38,16.91
Dublin,2004-07,14.88,Drizzle,1.64,16.38
Dublin,2004-08,15.96,Drizzle,2.89,14.7
Dublin,2004-09,14.43,Drizzle,1.5,12.65
Dublin,2004-10,10.15,Drizzle,3.72,10.54
Dublin,2004-11,8.76,Cloudy,1.44,8.63
Dublin,2004-12,7.31,Drizzle,1.21,7.6
Dublin,2005-01,7.23,Cloudy,1.7,8.18
Dublin,2005-02,5.24,Drizzle,1.22,9.86
Dublin,2005-03,7.69,Cloudy,1.08,11.9
Dublin,2005-04,8.7,Drizzle,2.8,14.03
Dublin,2005-05,10.89,Drizzle,2.57,15.9
Dublin,2005-06,14.91,Drizzle,1.32,16.9
Dublin,2005-07,15.74,Drizzle,1.6,16.39
Dublin,2005-08,15.76,Drizzle,1.46,14.72
Dublin,2005-09,14.46,Cloudy,1.56,12.67
Dublin,2005-10,12.3,Drizzle,3.2,10.56
Dublin,2005-11,7.49,Cloudy,1.42,8.65
Dublin,2005-12,6.55,Cloudy,1.84,7.61
Dublin,2006-01,6.19,Cloudy,0.85,8.17
Dublin,2006-02,5.66,Cloudy,1.24,9.84
Dublin,2006-03,5.99,Drizzle,3.4,11.88
Dublin,2006-04,8.55,Drizzle,1.15,14.01
Dublin,2006-05,11.16,Drizzle,3.77,15.89
Dublin,2006-06,15.14,Cloudy,0.96,16.9
Dublin,2006-07,17.49,Drizzle,1.16,16.4
Dublin,2006-08,15.37,Drizzle,1.99,14.73
Dublin,2006-09,15.41,Drizzle,2.74,12.68
Dublin,2006-10,12.62,Cloudy,2.21,10.57
Dublin,2006-11,8.38,Cloudy,2.37,8.66
Dublin,2006-12,7.13,Drizzle,2.54,7.61
Dublin,2007-01,7.24,Drizzle,1.68,8.16
Dublin,2007-02,6.26,Drizzle,2.16,9.83
Dublin,2007-03,7.12,Drizzle,1.32,11.87
Dublin,2007-04,10.97,Cloudy,0.72,14.0
Dublin,2007-05,11.59,Drizzle,1.33,15.88
Dublin,2007-06,14.02,Cloudy,4.35,16.9
Dublin,2007-07,14.72,Drizzle,3.27,16.41
Dublin,2007-08,14.99,Cloudy,3.4,14.75
Dublin,2007-09,13.89,Cloudy,1.41,12.7
Dublin,2007-10,12.06,Cloudy,0.68,10.59
Dublin,2007-11,9.1,Cloudy,2.14,8.67
Dublin,2007-12,7.03,Cloudy,1.89,7.61
Dublin,2008-01,6.81,Drizzle,3.21,8.15
Dublin,2008-02,6.57,Cloudy,0.87,9.84
Dublin,2008-03,6.47,Drizzle,2.13,11.92
Dublin,2008-04,7.92,Drizzle,1.65,14.05
Dublin,2008-05,12.36,Cloudy,0.96,15.92
Dublin,2008-06,13.7,Drizzle,2.97,16.91
Dublin,2008-07,15.33,Drizzle,4.55,16.38
Dublin,2008-08,15.51,Drizzle,3.71,14.7
Dublin,2008-09,13.26,Drizzle,3.38,12.65
Dublin,2008-10,9.94,Drizzle,2.87,10.54
Dublin,2008-11,7.71,Cloudy,1.31,8.63
Dublin,2008-12,5.07,Cloudy,1.44,7.6
Dublin,2009-01,4.64,Cloudy,2.31,8.18
Dublin,2009-02,5.09,Cloudy,1.09,9.86
Dublin,2009-03,7.16,Cloudy,0.57,11.9
Dublin,2009-04,9.17,Drizzle,2.89,14.03
Dublin,2009-05,11.37,Drizzle,2.53,15.9
Dublin,2009-06,14.28,Drizzle,1.91,16.9
Dublin,2009-07,15.22,Moderate Rain,4.31,16.39
Dublin,2009-08,15.62,Moderate Rain,3.79,14.72
Dublin,2009-09,13.21,Cloudy,1.17,12.66
Dublin,2009-10,11.94,Cloudy,2.25,10.55
Dublin,2009-11,8.31,Moderate Rain,5.32,8.65
Dublin,2009-12,4.35,Drizzle,2.24,7.61
Dublin,2010-01,3.17,Cloudy,2.2,8.17
Dublin,2010-02,3.3,Cloudy,1.28,9.84
Dublin,2010-03,5.7,Cloudy,1.97,11.89
Dublin,2010-04,8.71,Cloudy,1.26,14.01
Dublin,2010-05,10.83,Drizzle,1.14,15.89
Dublin,2010-06,14.88,Drizzle,2.12,16.9
Dublin,2010-07,15.91,Drizzle,3.83,16.4
Dublin,2010-08,14.82,Drizzle,1.33,14.73
Dublin,2010-09,13.86,Drizzle,3.86,12.68
Dublin,2010-10,11.01,Drizzle,1.25,10.57
Dublin,2010-11,6.26,Drizzle,3.23,8.66
Dublin,2010-12,1.55,Cloudy,1.53,7.61
Dublin,2011-01,4.15,Cloudy,1.15,8.16
Dublin,2011-02,7.33,Drizzle,3.2,9.83
Dublin,2011-03,6.69,Cloudy,0.96,11.87
Dublin,2011-04,11.03,Drizzle,0.79,14.0
Dublin,2011-05,11.65,Drizzle,1.51,15.88
Dublin,2011-06,12.86,Drizzle,2.68,16.9
Dublin,2011-07,14.75,Drizzle,1.38,16.41
Dublin,2011-08,14.36,Drizzle,1.2,14.75
Dublin,2011-09,14.15,Drizzle,2.01,12.7
Dublin,2011-10,12.33,Drizzle,3.75,10.59
Dublin,2011-11,10.4,Drizzle,2.35,8.67
Dublin,2011-12,6.25,Cloudy,1.5,7.61
Dublin,2012-01,6.81,Drizzle,2.05,8.15
Dublin,2012-02,6.87,Cloudy,0.62,9.85
Dublin,2012-03,8.76,Cloudy,0.72,11.92
Dublin,2012-04,7.37,Drizzle,3.1,14.05
Dublin,2012-05,10.83,Drizzle,1.66,15.92
Dublin,2012-06,13.09,Moderate Rain,5.39,16.91
Dublin,2012-07,14.49,Drizzle,2.57,16.38
Dublin,2012-08,15.71,Drizzle,2.96,14.7
Dublin,2012-09,13.02,Cloudy,2.8,12.64
Dublin,2012-10,9.5,Cloudy,2.46,10.54
Dublin,2012-11,7.1,Cloudy,2.49,8.63
Dublin,2012-12,6.05,Drizzle,2.23,7.6
Dublin,2013-01,5.69,Cloudy,3.22,8.18
Dublin,2013-02,4.8,Cloudy,1.84,9.86
Dublin,2013-03,3.75,Drizzle,2.48,11.91
Dublin,2013-04,7.39,Drizzle,1.11,14.03
Dublin,2013-05,10.52,Drizzle,1.78,15.9
Dublin,2013-06,13.78,Drizzle,1.83,16.9
Dublin,2013-07,17.62,Cloudy,1.61,16.39
Dublin,2013-08,16.1,Drizzle,1.3,14.71
Dublin,2013-09,13.47,Cloudy,1.43,12.66
Dublin,2013-10,12.4,Drizzle,4.1,10.55
Dublin,2013-11,7.01,Cloudy,1.02,8.64
Dublin,2013-12,7.21,Cloudy,2.57,7.61
Dublin,2014-01,5.81,Drizzle,3.37,8.17
Dublin,2014-02,5.94,Drizzle,3.51,9.85
Dublin,2014-03,7.14,Drizzle,1.97,11.89
Dublin,2014-04,9.88,Cloudy,1.19,14.02
Dublin,2014-05,11.71,Drizzle,3.23,15.89
Dublin,2014-06,14.63,Cloudy,1.49,16.9
Dublin,2014-07,16.92,Drizzle,1.31,16.4
Dublin,2014-08,14.51,Drizzle,3.42,14.73
Dublin,2014-09,14.64,Cloudy,0.12,12.68
Dublin,2014-10,12.01,Cloudy,3.54,10.57
Dublin,2014-11,8.84,Drizzle,4.2,8.66
Dublin,2014-12,5.96,Drizzle,1.5,7.61
Dublin,2015-01,5.18,Drizzle,1.34,8.16
Dublin,2015-02,4.76,Cloudy,1.02,9.83
Dublin,2015-03,6.33,Cloudy,1.75,11.87
Dublin,2015-04,8.45,Drizzle,1.48,14.0
Dublin,2015-05,10.32,Drizzle,2.97,15.88
Dublin,2015-06,13.68,Cloudy,1.06,16.9
Dublin,2015-07,14.76,Drizzle,2.82,16.41
Dublin,2015-08,14.75,Drizzle,2.45,14.75
Dublin,2015-09,12.65,Drizzle,1.18,12.7
Dublin,2015-10,11.53,Cloudy,1.47,10.59
Dublin,2015-11,9.52,Drizzle,3.22,8.67
Dublin,2015-12,9.06,Drizzle,5.5,7.61
Dublin,2016-01,6.21,Drizzle,3.06,8.15
Dublin,2016-02,5.17,Drizzle,2.08,9.85
Dublin,2016-03,6.17,Cloudy,1.05,11.93
Dublin,2016-04,7.22,Drizzle,2.57,14.05
Dublin,2016-05,11.89,Cloudy,1.97,15.92
Dublin,2016-06,14.74,Drizzle,2.72,16.91
Dublin,2016-07,16.03,Drizzle,1.84,16.38
Dublin,2016-08,16.09,Cloudy,1.84,14.7
Dublin,2016-09,14.96,Cloudy,2.83,12.64
Dublin,2016-10,11.53,Cloudy,0.78,10.54
Dublin,2016-11,6.72,Cloudy,1.55,8.63
Dublin,2016-12,7.64,Cloudy,2.3,7.6
Dublin,2017-01,6.39,Cloudy,1.24,8.18
Dublin,2017-02,6.82,Drizzle,2.65,9.86
Dublin,2017-03,8.5,Drizzle,3.75,11.91
Dublin,2017-04,9.01,Drizzle,0.7,14.03
Dublin,2017-05,12.79,Drizzle,2.66,15.91
Dublin,2017-06,15.06,Drizzle,4.01,16.9
Dublin,2017-07,15.87,Drizzle,2.01,16.39
Dublin,2017-08,15.15,Drizzle,2.8,14.71
Dublin,2017-09,13.19,Drizzle,3.51,12.66
Dublin,2017-10,12.42,Drizzle,1.56,10.55
Dublin,2017-11,7.38,Drizzle,2.59,8.64
Dublin,2017-12,5.99,Drizzle,2.34,7.61
Dublin,2018-01,6.0,Drizzle,3.59,8.17
Dublin,2018-02,4.0,Drizzle,2.06,9.85
Dublin,2018-03,4.92,Drizzle,3.92,11.89
Dublin,2018-04,8.88,Drizzle,3.3,14.02
Dublin,2018-05,12.68,Drizzle,1.1,15.89
Dublin,2018-06,16.3,Drizzle,0.99,16.9
Dublin,2018-07,17.78,Drizzle,1.6,16.4
Dublin,2018-08,16.31,Drizzle,2.03,14.73
Dublin,2018-09,13.08,Drizzle,1.69,12.68
Dublin,2018-10,10.39,Drizzle,1.85,10.57
Dublin,2018-11,8.78,Drizzle,5.17,8.66
Dublin,2018-12,8.31,Drizzle,4.07,7.61
Dublin,2019-01,5.7,Drizzle,1.0,8.16
Dublin,2019-02,8.2,Drizzle,1.27,9.83
Dublin,2019-03,7.87,Drizzle,3.45,11.87
Dublin,2019-04,9.19,Drizzle,3.4,14.0
Dublin,2019-05,11.3,Drizzle,1.73,15.88
Dublin,2019-06,13.34,Drizzle,3.37,16.9
Dublin,2019-07,16.93,Drizzle,2.04,16.41
Dublin,2019-08,16.21,Drizzle,3.1,14.74
Dublin,2019-09,14.09,Drizzle,3.67,12.69
Dublin,2019-10,9.98,Drizzle,3.31,10.58
Dublin,2019-11,6.95,Drizzle,4.96,8.67
Dublin,2019-12,6.75,Drizzle,1.91,7.61
Dublin,2020-01,6.86,Cloudy,1.85,8.15
Dublin,2020-02,6.34,Drizzle,5.01,9.85
Dublin,2020-03,6.79,Drizzle,1.08,11.93
Dublin,2020-04,9.78,Cloudy,1.11,14.05
Dublin,2020-05,12.64,Cloudy,0.61,15.92
Dublin,2020-06,14.52,Drizzle,3.83,16.91
Dublin,2020-07,15.32,Drizzle,3.91,16.38
Dublin,2020-08,15.85,Drizzle,4.3,14.7
Dublin,2020-09,14.0,Drizzle,1.52,12.64
Dublin,2020-10,10.33,Drizzle,3.45,10.53
Dublin,2020-11,9.18,Drizzle,2.56,8.63
Dublin,2020-12,5.59,Drizzle,3.88,7.6
Dublin,2021-01,4.61,Drizzle,3.71,8.18
Dublin,2021-02,6.71,Snow fall,3.3,9.87
Dublin,2021-03,8.05,Drizzle,1.3,11.91
Dublin,2021-04,7.26,Cloudy,1.09,14.04
Dublin,2021-05,10.04,Drizzle,4.6,15.91
Dublin,2021-06,15.02,Cloudy,1.02,16.9
Dublin,2021-07,17.45,Drizzle,2.78,16.39
Dublin,2021-08,15.65,Drizzle,2.26,14.71
Dublin,2021-09,15.44,Drizzle,1.9,12.66
Dublin,2021-10,12.39,Moderate Rain,4.84,10.55
Dublin,2021-11,8.53,Drizzle,0.66,8.64
Dublin,2021-12,7.51,Drizzle,3.19,7.61
Dublin,2022-01,6.25,Drizzle,0.59,8.17
Dublin,2022-02,7.46,Drizzle,3.89,9.85
Dublin,2022-03,7.63,Drizzle,2.25,11.89
Dublin,2022-04,8.79,Drizzle,1.65,14.02
Dublin,2022-05,12.79,Drizzle,2.22,15.9
Dublin,2022-06,14.53,Drizzle,3.45,16.9
Dublin,2022-07,17.48,Drizzle,1.18,16.4
Dublin,2022-08,16.95,Drizzle,1.22,14.73
Dublin,2022-09,13.87,Drizzle,4.96,12.67
Dublin,2022-10,12.82,Drizzle,4.03,10.56
Dublin,2022-11,9.59,Drizzle,3.16,8.65
Dublin,2022-12,5.02,Cloudy,2.23,7.61
Dublin,2023-01,6.45,Drizzle,2.1,8.16
Dublin,2023-02,7.99,Cloudy,0.88,9.83
Dublin,2023-03,7.51,Drizzle,4.68,11.87
Dublin,2023-04,9.46,Drizzle,3.71,14.0
Dublin,2023-05,13.04,Drizzle,1.38,15.88
Dublin,2023-06,16.71,Drizzle,2.43,16.9
Dublin,2023-07,15.52,Moderate Rain,5.24,16.41
Dublin,2023-08,15.97,Drizzle,4.0,14.74
Dublin,2023-09,15.64,Moderate Rain,4.23,12.69
Dublin,2023-10,12.3,Drizzle,4.3,10.58
Dublin,2023-11,8.11,Drizzle,2.13,8.67
Dublin,2023-12,8.03,Drizzle,2.96,7.61
Dublin,2024-01,5.54,Drizzle,2.13,8.15
Dublin,2024-02,8.05,Drizzle,2.66,9.85
Dublin,2024-03,7.98,Drizzle,3.99,11.93
Dublin,2024-04,9.46,Drizzle,3.78,14.05
Dublin,2024-05,13.47,Drizzle,2.55,15.92
Dublin,2024-06,13.86,Drizzle,1.64,16.91
Dublin,2024-07,15.35,Drizzle,2.53,16.38
Dublin,2024-08,16.25,Drizzle,2.18,14.69
Dublin,2024-09,13.16,Drizzle,2.8,12.64
Dublin,2024-10,12.0,Drizzle,2.72,10.67
Dusseldorf,1980-01,-0.04,Drizzle,1.92,8.45
Dusseldorf,1980-02,4.79,Drizzle,2.5,10.0
Dusseldorf,1980-03,5.43,Drizzle,2.72,11.92
Dusseldorf,1980-04,7.6,Drizzle,2.4,13.88
Dusseldorf,1980-05,12.17,Drizzle,1.14,15.6
Dusseldorf,1980-06,15.27,Drizzle,3.16,16.5
Dusseldorf,1980-07,15.8,Drizzle,5.17,16.04
Dusseldorf,1980-08,17.4,Drizzle,2.75,14.51
Dusseldorf,1980-09,15.62,Drizzle,1.36,12.62
Dusseldorf,1980-10,9.63,Drizzle,2.12,10.67
Dusseldorf,1980-11,4.56,Drizzle,2.07,8.91
Dusseldorf,1980-12,2.42,Drizzle,2.81,7.97
Dusseldorf,1981-01,0.97,Snow fall,3.34,8.48
Dusseldorf,1981-02,1.22,Cloudy,1.5,10.01
Dusseldorf,1981-03,8.49,Drizzle,3.89,11.9
Dusseldorf,1981-04,9.13,Cloudy,1.23,13.87
Dusseldorf,1981-05,13.81,Drizzle,2.64,15.59
Dusseldorf,1981-06,15.25,Drizzle,4.89,16.5
Dusseldorf,1981-07,16.83,Drizzle,2.8,16.05
Dusseldorf,1981-08,17.25,Drizzle,1.75,14.53
Dusseldorf,1981-09,15.15,Drizzle,2.08,12.63
Dusseldorf,1981-10,9.05,Drizzle,4.41,10.68
Dusseldorf,1981-11,6.14,Drizzle,3.6,8.92
Dusseldorf,1981-12,-0.64,Snow fall,3.17,7.97
Dusseldorf,1982-01,0.07,Clear sky,2.24,8.47
Dusseldorf,1982-02,2.8,Cloudy,0.66,10.0
Dusseldorf,1982-03,5.47,Drizzle,2.18,11.89
Dusseldorf,1982-04,7.67,Cloudy,1.74,13.85
Dusseldorf,1982-05,13.06,Drizzle,2.89,15.58
Dusseldorf,1982-06,17.08,Drizzle,3.37,16.5
Dusseldorf,1982-07,19.56,Cloudy,0.8,16.06
Dusseldorf,1982-08,17.71,Drizzle,2.03,14.54
